datetime,temperature,cloudcover,weathercode,month,day,hour,weekday,weekend,sunny
2024-06-20 07:00:00,20.0,100,3,6,20,7,3,0,0
2024-06-20 08:00:00,22.0,94,3,6,20,8,3,0,0
2024-06-20 09:00:00,24.5,99,3,6,20,9,3,0,0
2024-06-20 10:00:00,26.6,94,3,6,20,10,3,0,0
2024-06-20 11:00:00,28.5,100,3,6,20,11,3,0,0
2024-06-20 12:00:00,29.7,100,3,6,20,12,3,0,0
2024-06-20 13:00:00,30.6,100,3,6,20,13,3,0,0
2024-06-20 14:00:00,31.8,91,3,6,20,14,3,0,0
2024-06-20 15:00:00,32.5,86,3,6,20,15,3,0,0
2024-06-20 16:00:00,32.8,99,3,6,20,16,3,0,0
2024-06-20 17:00:00,32.6,98,3,6,20,17,3,0,0
2024-06-20 18:00:00,32.2,67,2,6,20,18,3,0,0
2024-06-20 19:00:00,31.1,15,0,6,20,19,3,0,1
2024-06-20 20:00:00,28.8,0,0,6,20,20,3,0,1
2024-06-20 21:00:00,26.2,0,0,6,20,21,3,0,1
2024-06-20 22:00:00,25.0,0,0,6,20,22,3,0,1
2024-06-20 23:00:00,23.9,2,0,6,20,23,3,0,1
2024-06-21 00:00:00,23.0,0,0,6,21,0,4,0,1
2024-06-21 01:00:00,22.2,0,0,6,21,1,4,0,1
2024-06-21 02:00:00,21.6,0,0,6,21,2,4,0,1
2024-06-21 03:00:00,21.1,2,0,6,21,3,4,0,1
2024-06-21 04:00:00,20.7,91,3,6,21,4,4,0,0
2024-06-21 05:00:00,20.2,0,0,6,21,5,4,0,1
2024-06-21 06:00:00,19.8,0,0,6,21,6,4,0,1
2024-06-21 07:00:00,20.8,0,0,6,21,7,4,0,1
2024-06-21 08:00:00,23.0,0,0,6,21,8,4,0,1
2024-06-21 09:00:00,25.8,10,0,6,21,9,4,0,1
2024-06-21 10:00:00,28.5,16,0,6,21,10,4,0,1
2024-06-21 11:00:00,30.6,0,0,6,21,11,4,0,1
2024-06-21 12:00:00,32.2,0,0,6,21,12,4,0,1
2024-06-21 13:00:00,33.3,0,0,6,21,13,4,0,1
2024-06-21 14:00:00,34.3,2,0,6,21,14,4,0,1
2024-06-21 15:00:00,35.0,2,0,6,21,15,4,0,1
2024-06-21 16:00:00,35.4,0,0,6,21,16,4,0,1
2024-06-21 17:00:00,35.6,1,0,6,21,17,4,0,1
2024-06-21 18:00:00,35.2,5,0,6,21,18,4,0,1
2024-06-21 19:00:00,34.0,8,0,6,21,19,4,0,1
2024-06-21 20:00:00,31.5,12,0,6,21,20,4,0,1
2024-06-21 21:00:00,28.8,7,0,6,21,21,4,0,1
2024-06-21 22:00:00,27.6,4,0,6,21,22,4,0,1
2024-06-21 23:00:00,26.6,2,0,6,21,23,4,0,1
2024-06-22 00:00:00,25.8,2,0,6,22,0,5,1,1
2024-06-22 01:00:00,25.2,8,0,6,22,1,5,1,1
2024-06-22 02:00:00,24.9,0,0,6,22,2,5,1,1
2024-06-22 03:00:00,24.0,0,0,6,22,3,5,1,1
2024-06-22 04:00:00,23.1,0,0,6,22,4,5,1,1
2024-06-22 05:00:00,22.5,0,0,6,22,5,5,1,1
2024-06-22 06:00:00,22.0,0,0,6,22,6,5,1,1
2024-06-22 07:00:00,22.9,0,0,6,22,7,5,1,1
2024-06-22 08:00:00,25.3,0,0,6,22,8,5,1,1
2024-06-22 09:00:00,28.9,23,1,6,22,9,5,1,0
2024-06-22 10:00:00,31.1,33,1,6,22,10,5,1,0
2024-06-22 11:00:00,33.0,17,0,6,22,11,5,1,1
2024-06-22 12:00:00,34.8,10,0,6,22,12,5,1,1
2024-06-22 13:00:00,36.0,9,0,6,22,13,5,1,1
2024-06-22 14:00:00,36.8,10,0,6,22,14,5,1,1
2024-06-22 15:00:00,37.2,16,0,6,22,15,5,1,1
2024-06-22 16:00:00,37.2,6,0,6,22,16,5,1,1
2024-06-22 17:00:00,37.0,43,1,6,22,17,5,1,0
2024-06-22 18:00:00,36.4,37,1,6,22,18,5,1,0
2024-06-22 19:00:00,34.4,28,1,6,22,19,5,1,0
2024-06-22 20:00:00,31.6,12,0,6,22,20,5,1,1
2024-06-22 21:00:00,30.4,58,2,6,22,21,5,1,0
2024-06-22 22:00:00,29.5,50,2,6,22,22,5,1,0
2024-06-22 23:00:00,28.2,99,3,6,22,23,5,1,0
2024-06-23 00:00:00,27.6,100,3,6,23,0,6,1,0
2024-06-23 01:00:00,27.2,80,3,6,23,1,6,1,0
2024-06-23 02:00:00,26.6,4,0,6,23,2,6,1,1
2024-06-23 03:00:00,25.9,96,3,6,23,3,6,1,0
2024-06-23 04:00:00,25.1,98,3,6,23,4,6,1,0
2024-06-23 05:00:00,24.3,98,3,6,23,5,6,1,0
2024-06-23 06:00:00,23.9,100,3,6,23,6,6,1,0
2024-06-23 07:00:00,24.5,100,3,6,23,7,6,1,0
2024-06-23 08:00:00,26.0,92,3,6,23,8,6,1,0
2024-06-23 09:00:00,28.5,100,3,6,23,9,6,1,0
2024-06-23 10:00:00,31.2,59,2,6,23,10,6,1,0
2024-06-23 11:00:00,33.7,96,3,6,23,11,6,1,0
2024-06-23 12:00:00,34.2,100,3,6,23,12,6,1,0
2024-06-23 13:00:00,34.0,100,3,6,23,13,6,1,0
2024-06-23 14:00:00,34.0,100,3,6,23,14,6,1,0
2024-06-23 15:00:00,36.0,100,3,6,23,15,6,1,0
2024-06-23 16:00:00,35.4,100,3,6,23,16,6,1,0
2024-06-23 17:00:00,33.7,100,3,6,23,17,6,1,0
2024-06-23 18:00:00,30.4,100,3,6,23,18,6,1,0
2024-06-23 19:00:00,31.0,98,3,6,23,19,6,1,0
2024-06-23 20:00:00,30.0,95,3,6,23,20,6,1,0
2024-06-23 21:00:00,27.7,91,3,6,23,21,6,1,0
2024-06-23 22:00:00,27.5,20,1,6,23,22,6,1,0
2024-06-23 23:00:00,28.1,24,1,6,23,23,6,1,0
2024-06-24 00:00:00,27.4,85,3,6,24,0,0,0,0
2024-06-24 01:00:00,27.1,39,1,6,24,1,0,0,0
2024-06-24 02:00:00,27.0,52,2,6,24,2,0,0,0
2024-06-24 03:00:00,26.0,73,2,6,24,3,0,0,0
2024-06-24 04:00:00,25.2,27,1,6,24,4,0,0,0
2024-06-24 05:00:00,24.5,27,1,6,24,5,0,0,0
2024-06-24 06:00:00,24.0,10,0,6,24,6,0,0,1
2024-06-24 07:00:00,24.2,5,0,6,24,7,0,0,1
2024-06-24 08:00:00,24.9,5,0,6,24,8,0,0,1
2024-06-24 09:00:00,26.0,0,0,6,24,9,0,0,1
2024-06-24 10:00:00,26.9,1,0,6,24,10,0,0,1
2024-06-24 11:00:00,28.0,1,0,6,24,11,0,0,1
2024-06-24 12:00:00,28.9,0,0,6,24,12,0,0,1
2024-06-24 13:00:00,29.6,3,0,6,24,13,0,0,1
2024-06-24 14:00:00,29.4,28,1,6,24,14,0,0,0
2024-06-24 15:00:00,29.9,17,0,6,24,15,0,0,1
2024-06-24 16:00:00,30.2,7,0,6,24,16,0,0,1
2024-06-24 17:00:00,30.9,24,1,6,24,17,0,0,0
2024-06-24 18:00:00,30.2,25,1,6,24,18,0,0,0
2024-06-24 19:00:00,29.0,0,0,6,24,19,0,0,1
2024-06-24 20:00:00,27.1,0,0,6,24,20,0,0,1
2024-06-24 21:00:00,23.8,0,0,6,24,21,0,0,1
2024-06-24 22:00:00,23.0,0,0,6,24,22,0,0,1
2024-06-24 23:00:00,22.6,0,0,6,24,23,0,0,1
2024-06-25 00:00:00,22.3,0,0,6,25,0,1,0,1
2024-06-25 01:00:00,21.5,0,0,6,25,1,1,0,1
2024-06-25 02:00:00,20.6,0,0,6,25,2,1,0,1
2024-06-25 03:00:00,19.7,0,0,6,25,3,1,0,1
2024-06-25 04:00:00,19.0,0,0,6,25,4,1,0,1
2024-06-25 05:00:00,18.2,5,0,6,25,5,1,0,1
2024-06-25 06:00:00,17.9,40,1,6,25,6,1,0,0
2024-06-25 07:00:00,18.9,2,0,6,25,7,1,0,1
2024-06-25 08:00:00,21.9,97,3,6,25,8,1,0,0
2024-06-25 09:00:00,25.3,55,2,6,25,9,1,0,0
2024-06-25 10:00:00,27.6,80,3,6,25,10,1,0,0
2024-06-25 11:00:00,29.0,86,3,6,25,11,1,0,0
2024-06-25 12:00:00,30.1,59,2,6,25,12,1,0,0
2024-06-25 13:00:00,31.1,87,3,6,25,13,1,0,0
2024-06-25 14:00:00,31.8,16,0,6,25,14,1,0,1
2024-06-25 15:00:00,32.3,42,1,6,25,15,1,0,0
2024-06-25 16:00:00,32.9,87,3,6,25,16,1,0,0
2024-06-25 17:00:00,33.5,66,2,6,25,17,1,0,0
2024-06-25 18:00:00,33.5,90,3,6,25,18,1,0,0
2024-06-25 19:00:00,32.0,0,0,6,25,19,1,0,1
2024-06-25 20:00:00,29.8,0,0,6,25,20,1,0,1
2024-06-25 21:00:00,27.5,76,2,6,25,21,1,0,0
2024-06-25 22:00:00,26.7,98,3,6,25,22,1,0,0
2024-06-25 23:00:00,25.8,98,3,6,25,23,1,0,0
2024-06-26 00:00:00,25.0,100,3,6,26,0,2,0,0
2024-06-26 01:00:00,24.3,35,1,6,26,1,2,0,0
2024-06-26 02:00:00,23.6,80,3,6,26,2,2,0,0
2024-06-26 03:00:00,23.0,100,3,6,26,3,2,0,0
2024-06-26 04:00:00,22.6,93,3,6,26,4,2,0,0
2024-06-26 05:00:00,22.1,100,3,6,26,5,2,0,0
2024-06-26 06:00:00,21.6,98,3,6,26,6,2,0,0
2024-06-26 07:00:00,22.5,98,3,6,26,7,2,0,0
2024-06-26 08:00:00,24.5,100,3,6,26,8,2,0,0
2024-06-26 09:00:00,27.5,97,3,6,26,9,2,0,0
2024-06-26 10:00:00,30.5,100,3,6,26,10,2,0,0
2024-06-26 11:00:00,32.2,94,3,6,26,11,2,0,0
2024-06-26 12:00:00,34.0,30,1,6,26,12,2,0,0
2024-06-26 13:00:00,35.2,100,3,6,26,13,2,0,0
2024-06-26 14:00:00,36.2,97,3,6,26,14,2,0,0
2024-06-26 15:00:00,36.3,96,3,6,26,15,2,0,0
2024-06-26 16:00:00,32.1,96,3,6,26,16,2,0,0
2024-06-26 17:00:00,32.8,88,3,6,26,17,2,0,0
2024-06-26 18:00:00,32.7,100,3,6,26,18,2,0,0
2024-06-26 19:00:00,31.6,99,3,6,26,19,2,0,0
2024-06-26 20:00:00,30.0,100,3,6,26,20,2,0,0
2024-06-26 21:00:00,24.8,100,55,6,26,21,2,0,0
2024-06-26 22:00:00,22.5,100,61,6,26,22,2,0,0
2024-06-26 23:00:00,21.8,100,63,6,26,23,2,0,0
2024-06-27 00:00:00,22.0,100,63,6,27,0,3,0,0
2024-06-27 01:00:00,21.9,100,61,6,27,1,3,0,0
2024-06-27 02:00:00,21.8,100,53,6,27,2,3,0,0
2024-06-27 03:00:00,21.7,100,53,6,27,3,3,0,0
2024-06-27 04:00:00,22.0,100,51,6,27,4,3,0,0
2024-06-27 05:00:00,21.7,100,3,6,27,5,3,0,0
2024-06-27 06:00:00,21.4,100,3,6,27,6,3,0,0
2024-06-27 07:00:00,21.4,93,3,6,27,7,3,0,0
2024-06-27 08:00:00,22.2,98,3,6,27,8,3,0,0
2024-06-27 09:00:00,22.0,100,3,6,27,9,3,0,0
2024-06-27 10:00:00,23.6,60,2,6,27,10,3,0,0
2024-06-27 11:00:00,25.8,0,0,6,27,11,3,0,1
2024-06-27 12:00:00,27.8,0,0,6,27,12,3,0,1
2024-06-27 13:00:00,29.4,19,0,6,27,13,3,0,1
2024-06-27 14:00:00,30.2,32,1,6,27,14,3,0,0
2024-06-27 15:00:00,30.8,84,3,6,27,15,3,0,0
2024-06-27 16:00:00,30.5,29,1,6,27,16,3,0,0
2024-06-27 17:00:00,30.8,44,1,6,27,17,3,0,0
2024-06-27 18:00:00,31.0,60,2,6,27,18,3,0,0
2024-06-27 19:00:00,29.4,23,1,6,27,19,3,0,0
2024-06-27 20:00:00,27.5,24,1,6,27,20,3,0,0
2024-06-27 21:00:00,24.8,5,0,6,27,21,3,0,1
2024-06-27 22:00:00,23.6,2,0,6,27,22,3,0,1
2024-06-27 23:00:00,22.9,3,0,6,27,23,3,0,1
2024-06-28 00:00:00,22.5,0,0,6,28,0,4,0,1
2024-06-28 01:00:00,21.3,0,0,6,28,1,4,0,1
2024-06-28 02:00:00,20.3,10,0,6,28,2,4,0,1
2024-06-28 03:00:00,19.8,45,1,6,28,3,4,0,0
2024-06-28 04:00:00,19.2,100,3,6,28,4,4,0,0
2024-06-28 05:00:00,18.9,40,1,6,28,5,4,0,0
2024-06-28 06:00:00,18.4,31,1,6,28,6,4,0,0
2024-06-28 07:00:00,18.9,12,0,6,28,7,4,0,1
2024-06-28 08:00:00,20.3,5,0,6,28,8,4,0,1
2024-06-28 09:00:00,21.6,89,3,6,28,9,4,0,0
2024-06-28 10:00:00,22.2,56,2,6,28,10,4,0,0
2024-06-28 11:00:00,23.8,75,2,6,28,11,4,0,0
2024-06-28 12:00:00,24.9,43,1,6,28,12,4,0,0
2024-06-28 13:00:00,26.4,72,2,6,28,13,4,0,0
2024-06-28 14:00:00,27.5,93,3,6,28,14,4,0,0
2024-06-28 15:00:00,28.4,3,0,6,28,15,4,0,1
2024-06-28 16:00:00,29.0,38,1,6,28,16,4,0,0
2024-06-28 17:00:00,29.3,89,3,6,28,17,4,0,0
2024-06-28 18:00:00,29.0,64,2,6,28,18,4,0,0
2024-06-28 19:00:00,28.0,91,3,6,28,19,4,0,0
2024-06-28 20:00:00,25.9,13,0,6,28,20,4,0,1
2024-06-28 21:00:00,23.5,90,3,6,28,21,4,0,0
2024-06-28 22:00:00,22.5,8,0,6,28,22,4,0,1
2024-06-28 23:00:00,21.9,0,0,6,28,23,4,0,1
2024-06-29 00:00:00,21.4,78,2,6,29,0,5,1,0
2024-06-29 01:00:00,20.9,90,3,6,29,1,5,1,0
2024-06-29 02:00:00,20.5,99,3,6,29,2,5,1,0
2024-06-29 03:00:00,20.3,100,3,6,29,3,5,1,0
2024-06-29 04:00:00,20.2,99,3,6,29,4,5,1,0
2024-06-29 05:00:00,20.0,95,3,6,29,5,5,1,0
2024-06-29 06:00:00,20.0,100,3,6,29,6,5,1,0
2024-06-29 07:00:00,21.5,100,3,6,29,7,5,1,0
2024-06-29 08:00:00,22.4,100,3,6,29,8,5,1,0
2024-06-29 09:00:00,23.5,87,3,6,29,9,5,1,0
2024-06-29 10:00:00,25.8,99,51,6,29,10,5,1,0
2024-06-29 11:00:00,26.8,100,3,6,29,11,5,1,0
2024-06-29 12:00:00,29.1,100,3,6,29,12,5,1,0
2024-06-29 13:00:00,30.0,100,3,6,29,13,5,1,0
2024-06-29 14:00:00,31.9,74,2,6,29,14,5,1,0
2024-06-29 15:00:00,33.2,40,1,6,29,15,5,1,0
2024-06-29 16:00:00,34.0,33,1,6,29,16,5,1,0
2024-06-29 17:00:00,33.9,74,2,6,29,17,5,1,0
2024-06-29 18:00:00,33.7,43,1,6,29,18,5,1,0
2024-06-29 19:00:00,32.5,56,2,6,29,19,5,1,0
2024-06-29 20:00:00,30.5,43,1,6,29,20,5,1,0
2024-06-29 21:00:00,28.7,98,3,6,29,21,5,1,0
2024-06-29 22:00:00,27.4,65,51,6,29,22,5,1,0
2024-06-29 23:00:00,26.6,86,53,6,29,23,5,1,0
2024-06-30 00:00:00,25.9,22,51,6,30,0,6,1,0
2024-06-30 01:00:00,25.6,96,3,6,30,1,6,1,0
2024-06-30 02:00:00,25.4,93,3,6,30,2,6,1,0
2024-06-30 03:00:00,25.1,94,3,6,30,3,6,1,0
2024-06-30 04:00:00,25.1,100,3,6,30,4,6,1,0
2024-06-30 05:00:00,24.8,100,3,6,30,5,6,1,0
2024-06-30 06:00:00,24.4,100,3,6,30,6,6,1,0
2024-06-30 07:00:00,24.7,100,3,6,30,7,6,1,0
2024-06-30 08:00:00,26.0,100,3,6,30,8,6,1,0
2024-06-30 09:00:00,25.5,100,3,6,30,9,6,1,0
2024-06-30 10:00:00,28.0,90,3,6,30,10,6,1,0
2024-06-30 11:00:00,30.5,97,3,6,30,11,6,1,0
2024-06-30 12:00:00,32.0,100,3,6,30,12,6,1,0
2024-06-30 13:00:00,32.9,27,1,6,30,13,6,1,0
2024-06-30 14:00:00,34.3,100,3,6,30,14,6,1,0
2024-06-30 15:00:00,30.4,84,61,6,30,15,6,1,0
2024-06-30 16:00:00,28.4,14,63,6,30,16,6,1,0
2024-06-30 17:00:00,30.8,8,0,6,30,17,6,1,1
2024-06-30 18:00:00,31.4,21,1,6,30,18,6,1,0
2024-06-30 19:00:00,29.4,20,51,6,30,19,6,1,0
2024-06-30 20:00:00,25.6,34,51,6,30,20,6,1,0
2024-06-30 21:00:00,27.4,30,1,6,30,21,6,1,0
2024-06-30 22:00:00,26.9,31,1,6,30,22,6,1,0
2024-06-30 23:00:00,25.0,20,1,6,30,23,6,1,0
